source,line,static_link_pattern
client/src/pages/admin/AgentShadowDraftsPage.jsx,714,/admin/agents/voice-profiles
client/src/pages/admin/AgentShadowDraftsPage.jsx,735,/admin/agents/sealed-eval
client/src/pages/admin/AgentShadowDraftsPage.jsx,745,/admin/agents/sealed-eval
client/src/pages/admin/AgentShadowDraftsPage.jsx,759,/admin/agents/sealed-eval/seal
client/src/pages/admin/AgentShadowDraftsPage.jsx,777,/admin/agents/sealed-eval/runs
client/src/pages/admin/AgentShadowDraftsPage.jsx,793,/admin/agents/sealed-eval/runs
client/src/pages/admin/AgentShadowDraftsPage.jsx,815,/admin/agents/pathology/proposals/${…}/review
client/src/pages/admin/AgentShadowDraftsPage.jsx,819,/admin/agents/pathology
client/src/pages/admin/AgentShadowDraftsPage.jsx,836,/admin/agents/intent-modes/${…}
client/src/pages/admin/AgentShadowDraftsPage.jsx,848,/admin/agents/intent-modes
client/src/pages/admin/AgentShadowDraftsPage.jsx,871,/admin/agents/intent-modes/${…}
client/src/pages/admin/AgentShadowDraftsPage.jsx,878,/admin/agents/intent-modes
client/src/pages/admin/AgentsHubPage.jsx,39,../../components/admin/AdminCommandHeader
client/src/pages/admin/AgentsHubPage.jsx,108,/admin/agents/control/hub
client/src/pages/admin/AgentsHubPage.jsx,142,/admin/agents
client/src/pages/admin/AssessmentsHubPage.jsx,20,../../components/admin/AdminCommandHeader
client/src/pages/admin/AssessmentsHubPage.jsx,56,/admin/lawn-assessments
client/src/pages/admin/AutoDispatchPage.jsx,4,../../components/admin/AdminCommandHeader
client/src/pages/admin/AutoDispatchPage.jsx,76,/admin/auto-dispatch/services/${…}/${…}
client/src/pages/admin/AutoDispatchPage.jsx,89,/admin/customers?customerId=${…}
client/src/pages/admin/AutoDispatchPage.jsx,97,/admin/dispatch?tab=schedule&date=${…}&appointment=${…}
client/src/pages/admin/AutoDispatchPage.jsx,160,/admin/auto-dispatch/runs?limit=50
client/src/pages/admin/AutoDispatchPage.jsx,170,/admin/auto-dispatch/runs/${…}
client/src/pages/admin/AutoDispatchPage.jsx,182,/admin/auto-dispatch/run
client/src/pages/admin/AutoDispatchPage.jsx,203,/admin/dispatch
client/src/pages/admin/AutonomousContentReviewPage.jsx,86,/admin/content/autonomous/review?status=${…}&limit=50&offset=${…}&actionType=${…}
client/src/pages/admin/AutonomousContentReviewPage.jsx,120,/admin/content/internal-links?status=all&limit=100
client/src/pages/admin/AutonomousContentReviewPage.jsx,136,/admin/content/autonomous/impact?limit=100
client/src/pages/admin/AutonomousContentReviewPage.jsx,181,/admin/content/autonomous/review/${…}
client/src/pages/admin/AutonomousContentReviewPage.jsx,207,/admin/content/internal-links/${…}
client/src/pages/admin/AutonomousContentReviewPage.jsx,229,/admin/content/autonomous/review/${…}/decision
client/src/pages/admin/AutonomousContentReviewPage.jsx,251,/admin/content/internal-links/${…}/decision
client/src/pages/admin/BankingPage.jsx,22,../../components/admin/AdminCommandHeader
client/src/pages/admin/BankingPage.jsx,197,/admin/banking/payouts?limit=20&page=${…}
client/src/pages/admin/BankingPage.jsx,230,/admin/banking/payouts/${…}
client/src/pages/admin/BankingPage.jsx,571,/admin/banking/cash-flow?start_date=${…}&end_date=${…}&period=${…}
client/src/pages/admin/BankingPage.jsx,844,/admin/banking/reconciliation
client/src/pages/admin/BankingPage.jsx,866,/admin/banking/reconciliation/${…}
client/src/pages/admin/BankingPage.jsx,1143,/admin/banking/payouts?limit=5&page=1&start_date=${…}&end_date=${…}
client/src/pages/admin/BankingPage.jsx,1153,/admin/banking/export?format=${…}&start_date=${…}&end_date=${…}
client/src/pages/admin/BankingPage.jsx,1446,/admin/banking/payouts/instant
client/src/pages/admin/BankingPage.jsx,1447,/admin/banking/payouts/standard
client/src/pages/admin/BankingPage.jsx,1752,/admin/banking/balance
client/src/pages/admin/BankingPage.jsx,1769,/admin/banking/stats
client/src/pages/admin/BillingRecoveryPage.jsx,24,../../components/admin/AdminCommandHeader
client/src/pages/admin/BillingRecoveryPage.jsx,122,/admin/dispatch?${…}
client/src/pages/admin/BillingRecoveryPage.jsx,189,/admin/billing-recovery/leaks?days=${…}
client/src/pages/admin/BillingRecoveryPage.jsx,190,/admin/billing-recovery/aging
client/src/pages/admin/BillingRecoveryPage.jsx,193,/admin/billing-recovery/at-risk-mrr
client/src/pages/admin/BillingRecoveryPage.jsx,216,/admin/billing-recovery/${…}/bill
client/src/pages/admin/BillingRecoveryPage.jsx,230,/admin/billing-recovery/${…}/dismiss
client/src/pages/admin/BillingRecoveryPage.jsx,361,/admin/customers?customerId=${…}
client/src/pages/admin/BlogPage.jsx,14,../../components/admin/AdminCommandHeader
client/src/pages/admin/BlogPage.jsx,169,/admin/content/blog?status=${…}
client/src/pages/admin/BlogPage.jsx,405,/admin/content/authors
client/src/pages/admin/BlogPage.jsx,448,${…}/admin/content/blog/${…}/regenerate-image
client/src/pages/admin/BlogPage.jsx,470,/admin/content/blog/${…}/generate
client/src/pages/admin/BlogPage.jsx,493,/admin/content/blog/${…}/optimize
client/src/pages/admin/BlogPage.jsx,505,/admin/content/blog/${…}
client/src/pages/admin/BlogPage.jsx,562,/admin/content/blog/${…}/publish-astro
client/src/pages/admin/BlogPage.jsx,585,/admin/content/blog/${…}/merge-astro
client/src/pages/admin/BlogPage.jsx,608,/admin/content/blog/${…}/refresh-astro
client/src/pages/admin/BlogPage.jsx,628,/admin/content/blog/${…}/unpublish-astro
client/src/pages/admin/BlogPage.jsx,653,/admin/content/blog/${…}/share-social
client/src/pages/admin/BlogPage.jsx,2051,/admin/content/blog/audit
client/src/pages/admin/BlogPage.jsx,2523,/admin/content/weather
client/src/pages/admin/BlogPage.jsx,2535,/admin/content/generate
client/src/pages/admin/BlogPage.jsx,2953,/admin/blog
client/src/pages/admin/BlogPage.jsx,2983,/admin/content/blog/analytics
client/src/pages/admin/BlogPage.jsx,2991,/admin/content/blog/ideas
client/src/pages/admin/CallLogTabV2.jsx,36,../../components/admin/AuthenticatedCallAudio
client/src/pages/admin/CallLogTabV2.jsx,40,../../components/admin/CallTranscriptSync
client/src/pages/admin/CallLogTabV2.jsx,41,../../components/admin/CallIntelligencePanel
client/src/pages/admin/CallLogTabV2.jsx,527,/ai/admin/calls?id=${…}
client/src/pages/admin/CallLogTabV2.jsx,557,/ai/admin/calls${…}
client/src/pages/admin/CallLogTabV2.jsx,558,/ai/admin/calls/route-calibration?days=30
client/src/pages/admin/CallLogTabV2.jsx,559,/admin/call-recordings/stats
client/src/pages/admin/CallLogTabV2.jsx,622,/admin/call-recordings/process/${…}
client/src/pages/admin/CallLogTabV2.jsx,641,/admin/communications/call
client/src/pages/admin/CallLogTabV2.jsx,680,/admin/communications/call
client/src/pages/admin/CallLogTabV2.jsx,711,/admin/customers/new?${…}
client/src/pages/admin/CallLogTabV2.jsx,720,/admin/communications?${…}#tab=sms
client/src/pages/admin/CallLogTabV2.jsx,742,/admin/call-recordings/process/${…}${…}
client/src/pages/admin/CallLogTabV2.jsx,781,/ai/admin/calls/${…}/route-feedback
client/src/pages/admin/CallLogTabV2.jsx,1279,${…}/admin/customers?search=${…}&limit=8
client/src/pages/admin/CallRecordingsPanel.jsx,41,../../components/admin/AuthenticatedCallAudio
client/src/pages/admin/CallRecordingsPanel.jsx,235,/admin/call-recordings/stats
client/src/pages/admin/CallRecordingsPanel.jsx,236,/admin/call-recordings/recordings?limit=30
client/src/pages/admin/CallRecordingsPanel.jsx,260,/admin/call-recordings/process-all
client/src/pages/admin/CallRecordingsPanel.jsx,284,/admin/call-recordings/process/${…}${…}
client/src/pages/admin/CallRecordingsPanel.jsx,720,/admin/call-recordings/process/${…}?operator=true
client/src/pages/admin/CallRecordingsPanel.jsx,734,/admin/call-recordings/recording/${…}
client/src/pages/admin/CallRecordingsPanel.jsx,761,/admin/call-recordings/synopsis/${…}
client/src/pages/admin/CommercialProposalPage.jsx,9,../../components/admin/AdminCommandHeader
client/src/pages/admin/CommercialProposalPage.jsx,341,/admin/estimates/${…}/proposal
client/src/pages/admin/CommercialProposalPage.jsx,350,/admin/estimates/${…}/proposal
client/src/pages/admin/CommercialProposalPage.jsx,374,/admin/estimates/${…}/proposal/generated
client/src/pages/admin/CommercialProposalPage.jsx,793,/admin/estimates/${…}/proposal
client/src/pages/admin/CommercialProposalPage.jsx,807,/admin/estimates/${…}/proposal
client/src/pages/admin/CommercialProposalPage.jsx,846,${…}/admin/estimates/${…}/proposal.pdf
client/src/pages/admin/CommercialProposalPage.jsx,886,/admin/estimates/${…}/send
client/src/pages/admin/CommercialProposalPage.jsx,921,/admin/estimates/${…}/mark-accepted
client/src/pages/admin/CommercialProposalPage.jsx,961,/admin/estimates
client/src/pages/admin/CommercialProposalPage.jsx,977,/admin/estimates
client/src/pages/admin/CommunicationsPage.jsx,37,../../components/admin/AuthenticatedCallAudio
client/src/pages/admin/CommunicationsPage.jsx,38,../../components/admin/PushSettings
client/src/pages/admin/CommunicationsPage.jsx,39,../../components/admin/CallBridgeLink
client/src/pages/admin/CommunicationsPage.jsx,1003,/ai/admin/calls${…}
client/src/pages/admin/CommunicationsPage.jsx,1027,/admin/communications/call
client/src/pages/admin/CommunicationsPage.jsx,1063,/admin/call-recordings/calls/${…}/disposition
client/src/pages/admin/CommunicationsPage.jsx,1103,/admin/customers/new?${…}
client/src/pages/admin/CommunicationsPage.jsx,1394,${…}/admin/customers?search=${…}&limit=8
client/src/pages/admin/CommunicationsPage.jsx,1859,/admin/csr/overview?days=30
client/src/pages/admin/CommunicationsPage.jsx,1860,/admin/csr/follow-up-tasks
client/src/pages/admin/CommunicationsPage.jsx,1861,/admin/csr/weekly-recommendation
client/src/pages/admin/CommunicationsPage.jsx,1862,/admin/csr/leaderboard
client/src/pages/admin/CommunicationsPage.jsx,1863,/admin/csr/lead-quality?days=30
client/src/pages/admin/CommunicationsPage.jsx,1875,/admin/csr/follow-up-tasks/${…}
client/src/pages/admin/CommunicationsPage.jsx,1879,/admin/csr/follow-up-tasks
client/src/pages/admin/CommunicationsPage.jsx,2432,/admin/sms-templates
client/src/pages/admin/CommunicationsPage.jsx,2443,/admin/sms-templates/${…}
client/src/pages/admin/CommunicationsPage.jsx,2458,/admin/sms-templates/${…}
client/src/pages/admin/CommunicationsPageV2.jsx,87,../../components/admin/PushSettingsV2
client/src/pages/admin/CommunicationsPageV2.jsx,88,../../components/admin/CallRoutingSettingsV2
client/src/pages/admin/CommunicationsPageV2.jsx,89,../../components/admin/CallBridgeLink
client/src/pages/admin/CommunicationsPageV2.jsx,90,../../components/admin/Customer360ProfileV2
client/src/pages/admin/CommunicationsPageV2.jsx,91,../../components/admin/InsertLinkSheet
client/src/pages/admin/CommunicationsPageV2.jsx,92,../../components/admin/AdminCommandHeader
client/src/pages/admin/CommunicationsPageV2.jsx,908,/admin/communications/log?${…}
client/src/pages/admin/CommunicationsPageV2.jsx,911,/admin/communications/stats
client/src/pages/admin/CommunicationsPageV2.jsx,984,/admin/communications/messages/read
client/src/pages/admin/CommunicationsPageV2.jsx,1000,/admin/communications/ai-auto-reply-status
client/src/pages/admin/CommunicationsPageV2.jsx,1020,/admin/communications/agent-draft?${…}
client/src/pages/admin/CommunicationsPageV2.jsx,1069,/admin/drafts/${…}
client/src/pages/admin/CommunicationsPageV2.jsx,1137,/admin/communications/ai-auto-reply
client/src/pages/admin/CommunicationsPageV2.jsx,1279,/admin/drafts/${…}/approve
client/src/pages/admin/CommunicationsPageV2.jsx,1284,/admin/drafts/${…}/revise
client/src/pages/admin/CommunicationsPageV2.jsx,1291,/admin/communications/schedule-sms
client/src/pages/admin/CommunicationsPageV2.jsx,1309,/admin/communications/sms
client/src/pages/admin/CommunicationsPageV2.jsx,1410,${…}/admin/communications/attach
client/src/pages/admin/CommunicationsPageV2.jsx,1455,/admin/communications/ai-draft
client/src/pages/admin/CommunicationsPageV2.jsx,1504,/admin/communications/reschedule-link
client/src/pages/admin/CommunicationsPageV2.jsx,1638,/admin/communications/reservice-link
client/src/pages/admin/CommunicationsPageV2.jsx,1735,/admin/communications/link-library
client/src/pages/admin/CommunicationsPageV2.jsx,1895,/admin/communications/customer-link
client/src/pages/admin/CommunicationsPageV2.jsx,2028,/admin/communications/rewrite-sms
client/src/pages/admin/CommunicationsPageV2.jsx,2445,${…}/admin/customers?search=${…}&limit=8
client/src/pages/admin/CommunicationsPageV2.jsx,3244,/admin/customers?search=${…}&limit=8
client/src/pages/admin/CommunicationsPageV2.jsx,3264,/admin/communications/send-prep
client/src/pages/admin/CommunicationsPageV2.jsx,3475,/admin/communications
client/src/pages/admin/CommunicationsTabsV2.jsx,143,/admin/sms-templates
client/src/pages/admin/CommunicationsTabsV2.jsx,152,/admin/sms-templates/issues?limit=10
client/src/pages/admin/CommunicationsTabsV2.jsx,180,/admin/sms-templates/${…}
client/src/pages/admin/CommunicationsTabsV2.jsx,198,/admin/sms-templates/${…}/variants
client/src/pages/admin/CommunicationsTabsV2.jsx,271,/admin/sms-templates/${…}/variants/${…}
client/src/pages/admin/CommunicationsTabsV2.jsx,272,/admin/sms-templates/${…}/variants
client/src/pages/admin/CommunicationsTabsV2.jsx,304,/admin/sms-templates/${…}/variants/${…}
client/src/pages/admin/CommunicationsTabsV2.jsx,321,/admin/sms-templates/${…}
client/src/pages/admin/CommunicationsTabsV2.jsx,331,/admin/sms-templates/${…}
client/src/pages/admin/CommunicationsTabsV2.jsx,418,/admin/sms-templates/issues?limit=10
client/src/pages/admin/CommunicationsTabsV2.jsx,812,/admin/csr/overview?days=30
client/src/pages/admin/CommunicationsTabsV2.jsx,813,/admin/csr/follow-up-tasks
client/src/pages/admin/CommunicationsTabsV2.jsx,814,/admin/csr/weekly-recommendation
client/src/pages/admin/CommunicationsTabsV2.jsx,815,/admin/csr/leaderboard
client/src/pages/admin/CommunicationsTabsV2.jsx,816,/admin/csr/lead-quality?days=30
client/src/pages/admin/CommunicationsTabsV2.jsx,828,/admin/csr/follow-up-tasks/${…}
client/src/pages/admin/CommunicationsTabsV2.jsx,832,/admin/csr/follow-up-tasks
client/src/pages/admin/CompliancePage.jsx,10,../../components/admin/AdminCommandHeader
client/src/pages/admin/CompliancePage.jsx,16,/api/admin/compliance-v2
client/src/pages/admin/CompliancePage.jsx,907,/admin/compliance
client/src/pages/admin/ContentCalendar.jsx,80,/admin/content/calendar?start=${…}&end=${…}
client/src/pages/admin/ContentCalendar.jsx,101,/admin/content/blog?status=draft&limit=100&sort=updated_at&order=desc
client/src/pages/admin/ContentCalendar.jsx,188,/admin/content/schedule-blog/${…}
client/src/pages/admin/ContentCalendar.jsx,202,/admin/content/schedule-social
client/src/pages/admin/ContentRegistryPage.jsx,11,../../components/admin/AdminCommandHeader
client/src/pages/admin/ContentRegistryPage.jsx,165,/admin/content-registry?${…}
client/src/pages/admin/ContentRegistryPage.jsx,202,/admin/content-registry/sync
client/src/pages/admin/ContractsPage.jsx,26,../../components/admin/AdminCommandHeader
client/src/pages/admin/ContractsPage.jsx,44,/admin/contracts
client/src/pages/admin/CredentialsPage.jsx,349,/admin/credentials
client/src/pages/admin/CredentialsPage.jsx,366,/admin/credentials/${…}
client/src/pages/admin/CredentialsPage.jsx,371,/admin/credentials
client/src/pages/admin/CredentialsPage.jsx,394,/admin/credentials/${…}
client/src/pages/admin/CustomerEstimatesPanel.jsx,25,../../components/admin/CallBridgeLink
client/src/pages/admin/CustomerEstimatesPanel.jsx,91,/admin/customers/${…}/estimates-summary
client/src/pages/admin/CustomerEstimatesPanel.jsx,92,/admin/customers/${…}/comms?limit=15
client/src/pages/admin/CustomerEstimatesPanel.jsx,134,/admin/estimates?${…}
client/src/pages/admin/CustomerEstimatesPanel.jsx,141,/admin/estimates
client/src/pages/admin/CustomerEstimatesPanel.jsx,301,/admin/communications/call
client/src/pages/admin/CustomerEstimatesPanel.jsx,326,/admin/communications?phone=${…}
client/src/pages/admin/CustomerEstimatesPanel.jsx,343,/admin/customers?customerId=${…}
client/src/pages/admin/CustomerEstimatesPanel.jsx,482,/admin/estimates/${…}
client/src/pages/admin/CustomerEstimatesPanel.jsx,530,/admin/communications?phone=${…}
client/src/pages/admin/CustomerHealthPage.jsx,669,/admin/health/scores/${…}
client/src/pages/admin/CustomerHealthPage.jsx,976,/admin/health/rescore/${…}
client/src/pages/admin/CustomerHealthPage.jsx,1030,/admin/health/scores?${…}
client/src/pages/admin/CustomerHealthPage.jsx,1423,/admin/health/alerts?${…}
client/src/pages/admin/CustomerHealthPage.jsx,1441,/admin/health/alerts/${…}/action
client/src/pages/admin/CustomerHealthPage.jsx,1454,/admin/health/alerts/${…}
client/src/pages/admin/CustomerHealthPage.jsx,1705,/admin/health/dashboard
client/src/pages/admin/CustomerHealthPage.jsx,1714,/admin/health/rescore-all
client/src/pages/admin/CustomerHealthPage.jsx,1717,/admin/health/dashboard
client/src/pages/admin/CustomerHealthTabs.jsx,682,/admin/health/scores/${…}
client/src/pages/admin/CustomerHealthTabs.jsx,989,/admin/health/rescore/${…}
client/src/pages/admin/CustomerHealthTabs.jsx,1043,/admin/health/scores?${…}
client/src/pages/admin/CustomerHealthTabs.jsx,1452,/admin/health/alerts?${…}
client/src/pages/admin/CustomerHealthTabs.jsx,1470,/admin/health/alerts/${…}/action
client/src/pages/admin/CustomerHealthTabs.jsx,1483,/admin/health/alerts/${…}
client/src/pages/admin/CustomerHealthTabs.jsx,1734,/admin/health/quiet
client/src/pages/admin/CustomerHealthTabs.jsx,1856,/admin/health/dashboard
client/src/pages/admin/CustomersPage.jsx,29,../../components/admin/CallBridgeLink
client/src/pages/admin/CustomersPage.jsx,335,${…}/admin/customers
client/src/pages/admin/CustomersPage.jsx,718,${…}/admin/customers/${…}
client/src/pages/admin/CustomersPage.jsx,947,/admin/customers/intelligence
client/src/pages/admin/CustomersPage.jsx,958,/admin/customers/intelligence/scan
client/src/pages/admin/CustomersPage.jsx,962,/admin/customers/intelligence
client/src/pages/admin/CustomersPage.jsx,973,/admin/customers/intelligence/retention/${…}/approve
client/src/pages/admin/CustomersPage.jsx,976,/admin/customers/intelligence
client/src/pages/admin/CustomersPage.jsx,986,/admin/customers/intelligence/retention/${…}/skip
client/src/pages/admin/CustomersPage.jsx,989,/admin/customers/intelligence
client/src/pages/admin/CustomersPage.jsx,998,/admin/customers/intelligence/upsells/${…}
client/src/pages/admin/CustomersPage.jsx,1002,/admin/customers/intelligence
client/src/pages/admin/CustomersPage.jsx,1749,/admin/customers/${…}/timeline
client/src/pages/admin/CustomersPage.jsx,1914,/admin/customers?limit=5000
client/src/pages/admin/CustomersPageV2.jsx,52,../../components/admin/Customer360ProfileV2
client/src/pages/admin/CustomersPageV2.jsx,53,../../components/admin/AdminCommandHeader
client/src/pages/admin/CustomersPageV2.jsx,54,../../components/admin/MobileNewCustomerSheet
client/src/pages/admin/CustomersPageV2.jsx,295,${…}/admin/customers/${…}
client/src/pages/admin/CustomersPageV2.jsx,549,${…}/admin/customers
client/src/pages/admin/CustomersPageV2.jsx,1106,/admin/customers/new
client/src/pages/admin/CustomersPageV2.jsx,1215,/admin/customers?customerId=${…}
client/src/pages/admin/CustomersPageV2.jsx,1216,/admin/customers
client/src/pages/admin/CustomersPageV2.jsx,1261,/admin/customers/${…}
client/src/pages/admin/CustomersPageV2.jsx,1298,/admin/customers?${…}
client/src/pages/admin/CustomersPageV2.jsx,1322,/admin/customers/pipeline/view
client/src/pages/admin/CustomersPageV2.jsx,1378,${…}/admin/customers/${…}
client/src/pages/admin/CustomersPageV2.jsx,1845,/admin/communications/call
client/src/pages/admin/CustomersPageV2.jsx,1870,/admin/communications?phone=${…}
client/src/pages/admin/CustomersPageV2.jsx,1956,/admin/communications/call
client/src/pages/admin/CustomersPageV2.jsx,1981,/admin/communications?phone=${…}
client/src/pages/admin/DashboardPageV2.jsx,184,/admin/leads?${…}
client/src/pages/admin/DashboardPageV2.jsx,214,/admin/dashboard
client/src/pages/admin/DashboardPageV2.jsx,218,/admin/dashboard/compare?period=this_month&against=last_month
client/src/pages/admin/DashboardPageV2.jsx,221,/admin/dashboard/sales-capture
client/src/pages/admin/DashboardPageV2.jsx,224,/admin/dashboard/today-completion
client/src/pages/admin/DashboardPageV2.jsx,226,/admin/billing-health
client/src/pages/admin/DashboardPageV2.jsx,227,/admin/dashboard/alerts
client/src/pages/admin/DashboardPageV2.jsx,247,/admin/dashboard/funnel
client/src/pages/admin/DashboardPageV2.jsx,248,/admin/dashboard/aging
client/src/pages/admin/DashboardPageV2.jsx,249,/admin/dashboard/mrr-trend?months=12
client/src/pages/admin/DashboardPageV2.jsx,250,/admin/dashboard/service-mix
client/src/pages/admin/DashboardPageV2.jsx,251,/admin/dashboard/revenue-by-city
client/src/pages/admin/DashboardPageV2.jsx,252,/admin/dashboard/review-trend
client/src/pages/admin/DashboardPageV2.jsx,253,/admin/dashboard/retention-cohort?months=12
client/src/pages/admin/DashboardPageV2.jsx,254,/admin/ads/capital-allocation?period=quarter
client/src/pages/admin/DashboardPageV2.jsx,272,/admin/kpi-targets
client/src/pages/admin/DashboardPageV2.jsx,273,/admin/dashboard/kpi-history?days=90
client/src/pages/admin/DashboardPageV2.jsx,289,/admin/dashboard/ebitda-bridge
client/src/pages/admin/DashboardPageV2.jsx,298,/admin/dashboard/mrr-bridge?months=6
client/src/pages/admin/DashboardPageV2.jsx,308,/admin/revenue/overview?period=month
client/src/pages/admin/DashboardPageV2.jsx,316,/admin/dashboard/churn-reasons?months=12
client/src/pages/admin/DashboardPageV2.jsx,326,/admin/command-center/stale-visits
client/src/pages/admin/DashboardPageV2.jsx,405,/admin/dashboard/core-kpis?${…}
client/src/pages/admin/DashboardPageV2.jsx,451,/admin/dashboard/calls-by-source?${…}
client/src/pages/admin/DashboardPageV2.jsx,454,/admin/dashboard/leads-by-source?${…}
client/src/pages/admin/DashboardPageV2.jsx,457,/admin/dashboard/channel-mix?${…}
client/src/pages/admin/DashboardPageV2.jsx,462,/admin/dashboard/lead-funnel?${…}
client/src/pages/admin/DashboardPageV2.jsx,469,/admin/dashboard/channel-roi?${…}
client/src/pages/admin/DataHygienePage.jsx,4,../../components/admin/AdminCommandHeader
client/src/pages/admin/DataHygienePage.jsx,106,/admin/data-hygiene/proposals?status=${…}&limit=100
client/src/pages/admin/DataHygienePage.jsx,107,/admin/data-hygiene/metrics?days=30
client/src/pages/admin/DataHygienePage.jsx,145,/admin/data-hygiene/scan
client/src/pages/admin/DataHygienePage.jsx,163,/admin/data-hygiene/proposals/${…}/approve
client/src/pages/admin/DataHygienePage.jsx,178,/admin/data-hygiene/proposals/${…}/reject
client/src/pages/admin/DataHygienePage.jsx,197,/admin/data-hygiene/proposals/${…}/revert
client/src/pages/admin/DataHygienePage.jsx,219,/admin/data-hygiene/proposals/${…}/reveal
client/src/pages/admin/DiscountsTabs.jsx,186,/admin/discounts
client/src/pages/admin/DiscountsTabs.jsx,217,/admin/discounts/${…}
client/src/pages/admin/DiscountsTabs.jsx,223,/admin/discounts
client/src/pages/admin/DiscountsTabs.jsx,239,/admin/discounts/${…}
client/src/pages/admin/DiscountsTabs.jsx,260,/admin/discounts/calculate
client/src/pages/admin/DiscountsTabs.jsx,281,/admin/customers?search=${…}&limit=5
client/src/pages/admin/DiscountsTabs.jsx,290,/admin/discounts/stats
client/src/pages/admin/DispatchBoardPage.jsx,114,${…}/admin/dispatch/jobs/${…}/assign
client/src/pages/admin/DispatchPageV2.jsx,75,../../components/admin/Customer360ProfileV2
client/src/pages/admin/DispatchPageV2.jsx,503,/admin/projects/types
client/src/pages/admin/DispatchPageV2.jsx,675,/admin/schedule?date=${…}
client/src/pages/admin/DispatchPageV2.jsx,676,/admin/dispatch/products/catalog
client/src/pages/admin/DispatchPageV2.jsx,731,/admin/customers/${…}
client/src/pages/admin/DispatchPageV2.jsx,885,/admin/schedule/${…}/status
client/src/pages/admin/DispatchPageV2.jsx,956,/admin/dispatch/${…}/complete
client/src/pages/admin/DispatchPageV2.jsx,1833,/admin/dispatch/${…}/schedule-followup
client/src/pages/admin/DocumentRequestsPage.jsx,14,../../components/admin/AdminCommandHeader
client/src/pages/admin/DocumentRequestsPage.jsx,91,/admin/contracts/requests?${…}
client/src/pages/admin/DocumentRequestsPage.jsx,92,/admin/contracts/requests/stats
client/src/pages/admin/DocumentRequestsPage.jsx,116,/admin/contracts/${…}/remind
client/src/pages/admin/DocumentRequestsPage.jsx,117,/admin/contracts/${…}/send-${…}
client/src/pages/admin/DocumentRequestsPage.jsx,139,/admin/contracts/${…}/share-link
client/src/pages/admin/DocumentRequestsPage.jsx,158,/admin/contracts/${…}/cancel
client/src/pages/admin/DocumentRequestsPage.jsx,302,/admin/customers?customerId=${…}
client/src/pages/admin/DocumentTemplatesPage.jsx,15,../../components/admin/AdminCommandHeader
client/src/pages/admin/DocumentTemplatesPage.jsx,281,/admin/document-templates?${…}
client/src/pages/admin/DocumentTemplatesPage.jsx,298,/admin/document-templates/${…}
client/src/pages/admin/DocumentTemplatesPage.jsx,345,/admin/customers?search=${…}&limit=8&sort=name
client/src/pages/admin/DocumentTemplatesPage.jsx,421,/admin/document-templates
client/src/pages/admin/DocumentTemplatesPage.jsx,436,/admin/document-templates/${…}
client/src/pages/admin/DocumentTemplatesPage.jsx,457,/admin/document-templates/${…}/versions
client/src/pages/admin/DocumentTemplatesPage.jsx,487,/admin/document-templates/${…}/preview
client/src/pages/admin/DocumentTemplatesPage.jsx,506,/admin/document-templates/${…}/contracts
client/src/pages/admin/DocumentTemplatesPage.jsx,553,/admin/document-templates/${…}/bulk-preview
client/src/pages/admin/DocumentTemplatesPage.jsx,574,/admin/document-templates/${…}/bulk-send
client/src/pages/admin/DuplicateCustomersPage.jsx,4,../../components/admin/AdminCommandHeader
client/src/pages/admin/DuplicateCustomersPage.jsx,61,/admin/customers?customerId=${…}
client/src/pages/admin/DuplicateCustomersPage.jsx,92,/admin/customer-duplicates
client/src/pages/admin/DuplicateCustomersPage.jsx,96,/admin/customer-duplicates/merges
client/src/pages/admin/DuplicateCustomersPage.jsx,217,/admin/customer-duplicates/merge
client/src/pages/admin/DuplicateCustomersPage.jsx,233,/admin/customer-duplicates/link-as-property
client/src/pages/admin/DuplicateCustomersPage.jsx,254,/admin/customer-duplicates/dismiss
client/src/pages/admin/DuplicateCustomersPage.jsx,291,/admin/customers?customerId=${…}
client/src/pages/admin/DuplicateCustomersPage.jsx,318,/admin/customer-duplicates/merges/${…}/revert
client/src/pages/admin/EmailAutomationsPanelV2.jsx,61,/admin/automations/templates
client/src/pages/admin/EmailAutomationsPanelV2.jsx,72,/admin/automations/templates/${…}
client/src/pages/admin/EmailAutomationsPanelV2.jsx,278,/admin/automations/templates/${…}/segment-preview
client/src/pages/admin/EmailAutomationsPanelV2.jsx,307,/admin/automations/templates/${…}/segment-send
client/src/pages/admin/EmailAutomationsPanelV2.jsx,348,/admin/customers?search=${…}&limit=8
client/src/pages/admin/EmailAutomationsPanelV2.jsx,378,/admin/automations/templates/${…}/trigger
client/src/pages/admin/EmailAutomationsPanelV2.jsx,622,/admin/automations/templates/${…}
client/src/pages/admin/EmailAutomationsPanelV2.jsx,636,/admin/automations/templates/${…}/steps
client/src/pages/admin/EmailAutomationsPanelV2.jsx,653,/admin/automations/templates/${…}/test
client/src/pages/admin/EmailAutomationsPanelV2.jsx,821,/admin/automations/steps/${…}
client/src/pages/admin/EmailAutomationsPanelV2.jsx,844,/admin/automations/steps/${…}
client/src/pages/admin/EmailAutomationsPanelV2.jsx,854,/admin/automations/draft-ai
client/src/pages/admin/EmailPage.jsx,5,../../components/admin/AdminCommandHeader
client/src/pages/admin/EmailPage.jsx,169,/api/admin/email/oauth/status
client/src/pages/admin/EmailPage.jsx,179,/api/admin/email/stats
